user_id,item_id,predicted_rating
391,507,4.398737543366741
391,12,4.2507268856546725
391,479,4.2486991202650595
391,462,4.195559041912875
391,480,4.100811793195173
391,427,4.100383290084931
391,168,4.099844116723572
391,134,4.099580006790781
391,131,4.09948239384811
391,180,4.051015070606032
181,1348,3.53064
181,1339,3.53064
181,1340,3.53064
181,1373,3.53064
181,1371,2.25
181,1357,2.2
181,1374,2.1
181,1369,1.95
181,1381,1.95
181,104,1.9
637,286,2.960678185145589
637,274,2.95447290765166
637,257,2.9035213140947156
637,150,2.8040594288317027
637,268,2.753917860430144
637,13,2.710523240028625
637,744,2.698740633761013
637,690,2.695947881888446
637,685,2.6557939751850053
637,717,2.6551725153619468
332,405,4.650460698002526
332,9,4.599464857291265
332,172,4.5994060253893485
332,95,4.599139775158412
332,118,4.551049016957124
332,64,4.548554077269905
332,12,4.499503146001812
332,237,4.40072317168436
332,31,4.399394606526425
332,928,4.3521210766487375
271,187,3.9478589633715058
271,135,3.848899094600313
271,141,3.8464582028337597
271,204,3.799714822529915
271,44,3.798328399287877
271,218,3.797469323434318
271,12,3.749600058918784
271,276,3.748327815982991
271,509,3.7003545707983974
271,28,3.698014250430302
27,475,3.3489373899500103
27,286,3.3467792803165364
27,123,3.3429220889019433
27,515,3.3411999303829294
27,925,3.337624445379206
27,742,3.336849892327701
27,596,3.3366731183500713
27,118,3.3363324788323383
27,1017,3.323038836843526
27,978,3.3159268338376173
387,642,4.248215650705297
387,511,4.049043720734509
387,203,4.000932040172358
387,564,3.999974547995909
387,769,3.9006263758446393
387,320,3.85
387,198,3.848414986888547
387,33,3.803448779319487
387,109,3.7991650657327205
387,176,3.7975500644022975
92,508,3.948210652906373
92,56,3.8976590714134245
92,89,3.7962913130873273
92,168,3.69711237001806
92,7,3.696743493698033
92,183,3.600655454215384
92,934,3.5994296585480923
92,82,3.599201032402347
92,4,3.5977099018224026
92,31,3.548507227783078
820,347,3.1463649106045817
820,315,3.135093216085013
820,358,3.133364628718635
820,343,3.130270089051968
820,751,3.129287301731365
479,248,4.348561529368655
479,173,4.249923500902138
479,177,4.2486858279836515
479,215,4.248419416232663
479,22,4.146413605848618
479,238,4.099265075306665
479,144,4.044996934370604
479,181,4.00123595213388
479,216,3.9990386495625403
479,82,3.998409796499229
458,484,4.1987139979271975
458,654,4.150031942478754
458,64,4.148980858616628
458,515,4.147021840000436
458,86,4.049152131313893
